期間,20250220,20250314
のぞみ221,down,◆,2月22日は運休
のぞみ129,down,◆,2月22日運転
のぞみ327,down,◆,2月20日〜3月1・3〜8・10〜14日運転
のぞみ23,down,☆,N700S車両で運転
のぞみ329,down,◆,2月22日・3月8日運転
のぞみ223,down,◆,休日と2月22〜24日・3月8日は運休・但し、3月2・9日は運転
のぞみ131,down,◆,2月24日・3月8日運転
のぞみ131,down,◆,2月22・23日運転
のぞみ331,down,◆,2月22日運転
こだま717,down,☆,N700S車両で運転
のぞみ333,down,◆,2月20・21・23・25日〜3月1・3〜14日運転
のぞみ133,down,◆,2月22・24日運転
のぞみ335,down,◆,2月22日運転
# のぞみ135,down,◆,運転日注意
のぞみ337,down,◆,2月22日運転
のぞみ339,down,◆,2月20〜22・28日・3月1・6〜8・13・14日運転
のぞみ225,down,◆,2月22・24日は運休
のぞみ137,down,◆,2月22・24日運転
のぞみ341,down,◆,2月21・22・24日・3月1・7・8日運転
のぞみ27,down,☆,N700S車両で運転
のぞみ343,down,◆,2月20〜26・28日・3月1・3・5〜14日運転
のぞみ345,down,◆,2月22日運転
# のぞみ139,down,◆,運転日注意
のぞみ347,down,◆,2月22日運転
のぞみ349,down,◆,2月20・21・23・25日〜3月4・6〜8・10〜14日運転
のぞみ141,down,◆,2月22・24日運転
のぞみ351,down,◆,2月22日運転
# のぞみ143,down,◆,運転日注意
のぞみ69,down,☆,N700S車両で運転
のぞみ353,down,◆,2月22日運転
のぞみ355,down,◆,2月22・24日運転
のぞみ227,down,◆,2月22・24日は運休
のぞみ145,down,◆,2月22・24日運転
のぞみ357,down,◆,2月21・22・24日運転
のぞみ359,down,◆,2月22日運転
のぞみ361,down,◆,2月22日運転
のぞみ147,down,◆,3月9日運転
のぞみ363,down,◆,2月20〜22・24〜28日・3月6・7・10〜14日運転
こだま725,down,☆,N700S車両で運転
のぞみ365,down,◆,2月20〜23・25日〜3月8・10〜14日運転
のぞみ149,down,◆,2月24日運転
# のぞみ367,down,◆,運転日注意
# のぞみ151,down,◆,運転日注意
# のぞみ369,down,◆,運転日注意
のぞみ371,down,◆,2月22・24日運転
のぞみ229,down,◆,2月22日・3月2日は運休
のぞみ153,down,◆,2月22日運転
のぞみ153,down,◆,3月2日運転
のぞみ373,down,◆,2月21・22・24日・3月7・14日運転
のぞみ35,down,☆,N700S車両で運転
のぞみ375,down,◆,2月24日運転
のぞみ377,down,◆,2月20〜23・25日〜3月8・10〜14日運転
のぞみ155,down,◆,2月24日・3月9日運転
のぞみ379,down,◆,2月24日運転
のぞみ381,down,◆,2月20〜22・26〜28日・3月7・10・14日運転
のぞみ157,down,◆,2月24日・3月9日運転
# のぞみ383,down,◆,運転日注意
# のぞみ159,down,◆,運転日注意
のぞみ73,down,☆,N700S車両で運転
# のぞみ385,down,◆,運転日注意
のぞみ387,down,◆,2月22・24日運転
のぞみ231,down,◆,2月21・23・24日・3月2・7・14日は運休
のぞみ161,down,◆,2月21・23・24日・3月2・7・14日運転
のぞみ389,down,◆,2月21・22・24日・3月7・14日運転
のぞみ391,down,◆,2月24日運転
のぞみ393,down,◆,2月20〜23・25日〜3月8・10〜14日運転
のぞみ163,down,◆,2月24日・3月9日運転
のぞみ395,down,◆,2月24日運転
こだま733,down,☆,N700S車両で運転
のぞみ397,down,◆,2月20〜22・25〜28日・3月2・6・7・10・13・14日運転
のぞみ165,down,◆,2月24日・3月9日運転
のぞみ399,down,◆,2月23・24日運転
# のぞみ167,down,◆,運転日注意
のぞみ401,down,◆,2月24日運転
のぞみ403,down,◆,2月21・24日・3月7日運転
のぞみ233,down,◆,2月24日・3月2・7・9・14日は運休
のぞみ169,down,◆,2月24日・3月2・7・9・14日運転
のぞみ405,down,◆,2月20〜24・26〜28日・3月2・6・7・9・12〜14日運転
のぞみ407,down,◆,2月21・24日・3月9日運転
のぞみ409,down,◆,2月20・22・25〜28日・3月2・4〜7・10〜14日運転
のぞみ171,down,◆,2月23・24日・3月9日運転
のぞみ171,down,◆,2月21日運転
のぞみ411,down,◆,2月24日運転
のぞみ45,down,☆,N700S車両で運転
のぞみ235,down,◆,土曜と2月24日・3月9日は運休・但し、2月22日・3月1・8日は運転
のぞみ173,down,◆,2月24日・3月9日運転
のぞみ413,down,◆,2月24日運転
# のぞみ175,down,◆,運転日注意
のぞみ415,down,◆,2月24日運転
のぞみ417,down,◆,2月21・24・28日・3月2・7・9・14日運転
のぞみ237,down,◆,2月21・23・24日・3月2・7・9・14日は運休
のぞみ177,down,◆,2月21・23・24日・3月2・7・9・14日運転
のぞみ419,down,◆,2月20・21・23・24・26〜28日・3月2・6・7・9・13・14日運転
のぞみ47,down,☆,N700S車両で運転
のぞみ421,down,◆,2月21・24・28日・3月7・9・14日運転
のぞみ423,down,◆,2月20・22・25〜28日・3月2〜7・10〜14日運転
のぞみ179,down,◆,2月21・24日運転
のぞみ179,down,◆,2月23日・3月9日運転
のぞみ425,down,◆,2月24日運転
のぞみ239,down,◆,2月24日・3月9日は運休
のぞみ181,down,◆,2月24日・3月9日運転
のぞみ427,down,◆,2月21・24日運転
のぞみ429,down,◆,2月20〜28日・3月2・5〜7・9〜14日運転
のぞみ431,down,◆,2月24日運転
のぞみ241,down,◆,2月21・23・24日・3月2・7・14日は運休
のぞみ185,down,◆,2月21・23・24日・3月2・7・14日運転
のぞみ433,down,◆,2月20〜28日・3月2・4〜7・9・11〜14日運転
のぞみ435,down,◆,2月20・21・24・27・28日・3月2・7・9・13・14日運転
のぞみ243,down,◆,土曜と2月21・23・24日・3月9・14日は運休・但し、2月22日・3月8日は運転
のぞみ187,down,◆,2月21・23・24日・3月14日運転
のぞみ187,down,◆,3月9日運転
のぞみ437,down,◆,2月20・21・24・28日・3月7・9・14日運転
のぞみ55,down,☆,N700S車両で運転
こだま801,down,◆,2月23・24日・3月2・9日運転
のぞみ245,down,◆,3月9日は運休
のぞみ189,down,◆,3月9日運転
のぞみ439,down,◆,2月21・24日・3月7・14日運転
のぞみ441,down,◆,2月21・24日運転
のぞみ443,down,◆,2月20・21・23・24・26〜28日・3月2・5〜7・9・12〜14日運転
のぞみ247,down,◆,2月21・24日・3月2・7・9日は運休
のぞみ193,down,◆,2月21・24日・3月2・7・9日運転
のぞみ445,down,◆,2月20〜28日・3月2・4〜7・9〜14日運転
のぞみ447,down,◆,2月20・21・23・24・26〜28日・3月2・6・7・9・13・14日運転
のぞみ249,down,◆,土曜と2月21・23・24日・3月14日は運休・但し、2月22日は運転
のぞみ195,down,◆,2月21・23・24日・3月14日運転
のぞみ449,down,◆,2月20・21・24・28日・3月7・14日運転
のぞみ451,down,◆,2月24・28日・3月7・14日運転
のぞみ197,down,◆,2月21日運転
のぞみ453,down,◆,2月21・23〜28日・3月2・5〜7・9・11〜14日運転
のぞみ59,down,☆,N700S車両で運転
のぞみ455,down,◆,2月20・21・24・28日・3月7・14日運転
のぞみ457,down,◆,2月21・23・24・28日・3月2・7・9・14日運転
のぞみ459,down,◆,2月20・21・23・24・26〜28日・3月2・6・7・9・13・14日運転
のぞみ461,down,◆,2月21・24・28日・3月7・9・14日運転
のぞみ463,down,◆,2月20〜28日・3月2・4〜7・9〜14日運転
こだま805,down,◆,休日運休
のぞみ465,down,◆,2月21・24日・3月7・14日運転
のぞみ255,down,☆,N700S車両で運転
のぞみ467,down,◆,2月21・24日運転
のぞみ469,down,◆,2月20・21・23〜28日・3月2・6・7・9・12〜14日運転
のぞみ471,down,◆,2月20・21・23・24・26〜28日・3月2・6・7・9・12〜14日運転
ひかり663,down,☆,N700S車両で運転
のぞみ473,down,◆,2月21・24・28日・3月7・14日運転
のぞみ475,down,◆,2月21・24日運転
のぞみ477,down,◆,2月20〜28日・3月2・5〜7・9〜14日運転
のぞみ479,down,◆,2月21日運転
のぞみ481,down,◆,2月21・23・24・28日・3月2・7・9・14日運転
# のぞみ483,down,◆,運転日注意
のぞみ485,down,◆,2月23・24日・3月7・9・14日運転
のぞみ487,down,◆,2月20〜24・26日〜3月2・7〜9・12〜14日運転
ひかり667,down,◆,2月20〜24・27日〜3月2・6〜9・13・14日運転
のぞみ499,down,◆,2月21・24・28日・3月2・7・9・14日運転
ひかり669,down,☆,N700S車両で運転
こだま802,up,◆☆,土曜・休日運休　N700S車両で運転
こだま804,up,☆,N700S車両で運転
こだま806,up,◆,土曜・休日運休
こだま810,up,◆,土曜・休日運休
のぞみ498,up,◆,2月22・25日・3月1・3・8・10日運転
こだま816,up,◆☆,土曜・休日運休　N700S車両で運転
こだま820,up,◆,土曜・休日運休
のぞみ280,up,◆,2月20・22・25〜28日・3月3・4・6・10〜14日運転
# のぞみ282,up,◆,運転日注意
のぞみ284,up,◆,2月20・22・26・28日・3月10・13日運転
# のぞみ286,up,◆,運転日注意
のぞみ288,up,◆,2月20〜23・25日〜3月1・3〜8・10〜14日運転
のぞみ290,up,◆,2月20・22・27・28日・3月6〜8・11〜14日運転
のぞみ204,up,◆,休日運休・但し、2月23日・3月2・9日は運転
のぞみ292,up,◆,2月20・22日運転
のぞみ294,up,◆,2月20・22・26・28日・3月13日運転
のぞみ206,up,◆,休日運休・但し、2月23・24日・3月2・9日は運転
ひかり638,up,☆,N700S車両で運転
のぞみ296,up,◆,2月20〜22・25日〜3月1・3〜8・10〜14日運転
# のぞみ298,up,◆,運転日注意
のぞみ74,up,☆,N700S車両で運転
のぞみ300,up,◆,2月22日運転
のぞみ210,up,◆,休日運休・但し、2月23・24日・3月2・9日は運転
# のぞみ108,up,◆,運転日注意
こだま824,up,◆,2月22・23日・3月1・8日運転
のぞみ302,up,◆,2月20〜23・26日〜3月1・4・6〜8・11〜14日運転
のぞみ304,up,◆,2月22日運転
のぞみ212,up,◆,休日運休・但し、2月23・24日・3月2・9日は運転
のぞみ306,up,◆,2月20・22・28日・3月1・6〜8・13・14日運転
のぞみ308,up,◆,2月20・23・25日〜3月1・4〜7・10〜14日運転
のぞみ110,up,◆,2月21・22日・3月8日運転
のぞみ310,up,◆,2月20・22日・3月8・13日運転
のぞみ312,up,◆,2月21・22・24日・3月1・8日運転
のぞみ214,up,◆,2月20・21・23日〜3月14日運転
のぞみ112,up,◆,2月22日運転
のぞみ314,up,◆,2月22日運転
のぞみ316,up,◆,2月20・22・28日・3月1・8・13・14日運転
のぞみ4,up,☆,N700S車両で運転
のぞみ318,up,◆,2月20・22・23・26・28日・3月1・6〜8・11〜14日運転
のぞみ216,up,◆,休日と2月22日・3月8日は運休・但し、2月23・24日・3月2・9日は運転
のぞみ114,up,◆,2月22日・3月8日運転
ひかり644,up,☆,N700S車両で運転
のぞみ320,up,◆,2月20〜23・25日〜3月1・3〜14日運転
のぞみ84,up,◆,2月20日〜3月14日は運休
のぞみ84,up,◆,2月20日〜3月14日運転
のぞみ322,up,◆,2月22日・3月8日運転
のぞみ324,up,◆,2月20〜22・24・27日〜3月1・6〜8・10・13・14日運転
ひかり670,up,◆,2月20日〜3月14日は運休
ひかり502,up,◆,2月20日〜3月14日運転
のぞみ326,up,◆,2月21・22・24日・3月8日運転
のぞみ328,up,◆,2月22日・3月1・8・13日運転
のぞみ330,up,◆,2月22・28日運転
のぞみ218,up,◆,休日と2月22日・3月1・7・8日は運休・但し、2月23・24日・3月2・9日は運転
のぞみ116,up,◆,2月22日・3月1・7・8日運転
のぞみ332,up,◆,2月20〜26・28日・3月1・4〜8・11〜14日運転
# のぞみ334,up,◆,運転日注意
のぞみ10,up,☆,N700S車両で運転
# のぞみ336,up,◆,運転日注意
# のぞみ118,up,◆,運転日注意
のぞみ338,up,◆,2月20・21・24〜28日・3月2〜7・9〜13日運転
のぞみ120,up,◆,2月22・23日・3月1・8・14日運転
のぞみ340,up,◆,2月22・24日運転
のぞみ342,up,◆,2月20・21・24・27日〜3月1・6・7・10・12〜14日運転
のぞみ122,up,◆,2月22・23日・3月8・9日運転
# のぞみ344,up,◆,運転日注意
のぞみ14,up,☆,N700S車両で運転
のぞみ346,up,◆,2月22・24日運転
のぞみ220,up,◆,2月22日・3月7・8日は運休
のぞみ124,up,◆,2月22日・3月7・8日運転
ひかり648,up,☆,N700S車両で運転
のぞみ348,up,◆,2月21・22・24・28日・3月1・8日運転
のぞみ350,up,◆,2月24日運転
のぞみ352,up,◆,2月24日運転
のぞみ126,up,◆,2月22日運転
のぞみ354,up,◆,2月20・21・24〜28日・3月2〜7・9〜13日運転
のぞみ128,up,◆,2月22・23日・3月1・8・14日運転
のぞみ356,up,◆,2月24日運転
のぞみ358,up,◆,2月20・21・25日〜3月2・6〜8・10〜14日運転
のぞみ130,up,◆,2月23・24日運転
のぞみ130,up,◆,2月22日・3月9日運転
のぞみ360,up,◆,2月24日運転
のぞみ362,up,◆,2月24日運転
のぞみ364,up,◆,2月21・22・24・28日・3月7・14日運転
のぞみ366,up,◆,2月24日運転
のぞみ368,up,◆,2月22・24日運転
# のぞみ134,up,◆,運転日注意
のぞみ370,up,◆,2月20・21・24日〜3月14日運転
のぞみ136,up,◆,2月22・23日運転
のぞみ372,up,◆,2月24日運転
のぞみ374,up,◆,2月20・21・23・25日〜3月2・6・7・9・10・12〜14日運転
のぞみ138,up,◆,2月22・24日運転
のぞみ138,up,◆,3月8日運転
のぞみ376,up,◆,2月24日運転
のぞみ378,up,◆,2月24日運転
# のぞみ224,up,◆,運転日注意
# のぞみ140,up,◆,運転日注意
のぞみ380,up,◆,2月20〜22・24・28日・3月7・9・14日運転
のぞみ382,up,◆,2月24日運転
のぞみ384,up,◆,2月24日運転
# のぞみ142,up,◆,運転日注意
のぞみ386,up,◆,2月20・21・23・25日〜3月14日運転
のぞみ144,up,◆,2月22・24日運転
のぞみ388,up,◆,2月21・24・28日・3月2・9日運転
のぞみ390,up,◆,2月20・21・23・25〜28日・3月2〜14日運転
のぞみ146,up,◆,2月22・24日運転
のぞみ392,up,◆,2月24日運転
のぞみ394,up,◆,2月24日運転
のぞみ226,up,◆,3月9日は運休
のぞみ148,up,◆,3月9日運転
のぞみ396,up,◆,2月20・21・23〜25・27・28日・3月2・7・9・10・13・14日運転
のぞみ398,up,◆,2月24日運転
のぞみ400,up,◆,2月24日・3月9日運転
# のぞみ150,up,◆,運転日注意
のぞみ402,up,◆,2月20・21・23・25日〜3月14日運転
のぞみ152,up,◆,2月22・24日運転
のぞみ28,up,☆,N700S車両で運転
のぞみ404,up,◆,2月20・21・23〜26・28日・3月2・4〜7・9〜14日運転
のぞみ406,up,◆,2月21・27・28日・3月2・7・9・13・14日運転
のぞみ154,up,◆,2月24日運転
のぞみ408,up,◆,2月24・27日・3月9日運転
のぞみ230,up,◆,2月24日・3月2・9日は運休
のぞみ156,up,◆,2月24日・3月2・9日運転
のぞみ410,up,◆,2月20・21・24・28日・3月2日運転
のぞみ412,up,◆,2月24日運転
のぞみ414,up,◆,2月24日・3月9日運転
# のぞみ158,up,◆,運転日注意
のぞみ232,up,◆,2月21〜24日・3月7・9日は運休
のぞみ160,up,◆,2月21〜24日・3月7・9日運転
こだま738,up,☆,N700S車両で運転
のぞみ416,up,◆,2月21・24・28日・3月2・9・14日運転
のぞみ418,up,◆,2月21・23・25・26・28日・3月2・5〜7・9〜14日運転
のぞみ162,up,◆,2月24日運転
のぞみ34,up,☆,N700S車両で運転
のぞみ420,up,◆,2月20・21・24・27・28日・3月2・7・9・14日運転
のぞみ236,up,◆,2月24日・3月2・9・14日は運休
のぞみ164,up,◆,2月24日・3月2・9・14日運転
のぞみ422,up,◆,2月20・21・23〜28日・3月2〜7・9〜14日運転
のぞみ424,up,◆,2月24日・3月9日運転
のぞみ426,up,◆,2月21・28日・3月2・9日運転
のぞみ166,up,◆,2月24日運転
のぞみ428,up,◆,2月20・26日〜3月1・3〜6・10〜14日運転
のぞみ168,up,◆,2月21〜25日・3月2・7・9日運転
のぞみ430,up,◆,2月21・23・24・26・28日・3月2・6・7・9・14日運転
のぞみ432,up,◆,2月20・23・25〜28日・3月2・5〜7日運転
のぞみ170,up,◆,2月21・24日・3月8〜14日運転
のぞみ38,up,☆,N700S車両で運転
のぞみ434,up,◆,2月21・24・28日・3月2・7・9・14日運転
のぞみ240,up,◆,2月24日・3月7・9・14日は運休
のぞみ172,up,◆,2月24日・3月7・9・14日運転
のぞみ436,up,◆,2月20・21・23〜28日・3月2・4〜7・9・12〜14日運転
のぞみ438,up,◆,2月24日・3月9日運転
のぞみ40,up,☆,N700S車両で運転
のぞみ440,up,◆,2月21・28日運転
のぞみ174,up,◆,2月24日運転
のぞみ102,up,◆,2月24日は運休
のぞみ102,up,◆,2月24日運転
こだま746,up,☆,N700S車両で運転
のぞみ442,up,◆,2月20・21・23・24・26〜28日・3月2・5〜7・9・12〜14日運転
のぞみ444,up,◆,2月26〜28日・3月6・7・14日運転
のぞみ176,up,◆,2月21・23〜25日・3月2・9日運転
のぞみ242,up,◆,土曜運休・但し、2月22日・3月1・8日は運転
のぞみ44,up,☆,N700S車両で運転
のぞみ446,up,◆,2月21・24・28日・3月2・7・9・14日運転
のぞみ244,up,◆,2月21・22・24日・3月7・9・14日は運休
のぞみ178,up,◆,2月21・22・24日・3月7・9・14日運転
のぞみ448,up,◆,2月20・21・23〜28日・3月2・4〜7・9〜14日運転
のぞみ450,up,◆,2月21・24・28日・3月9・14日運転
のぞみ452,up,◆,2月21・28日運転
のぞみ180,up,◆,2月24日運転
のぞみ104,up,◆,2月24日は運休
のぞみ104,up,◆,2月24日運転
のぞみ454,up,◆,2月21・24・28日・3月2・7・9・14日運転
のぞみ456,up,◆,2月20・23・25〜28日・3月2・5〜7・12〜14日運転
のぞみ182,up,◆,2月21・24日・3月9日運転
のぞみ246,up,◆,土曜運休・但し、2月22日・3月1・8日は運転
のぞみ50,up,☆,N700S車両で運転
のぞみ248,up,◆,2月22〜25日・3月2・7・9・14日は運休
のぞみ184,up,◆,2月22〜25日・3月2・7・9・14日運転
のぞみ458,up,◆,2月21・24・28日・3月7・9・14日運転
のぞみ460,up,◆,2月20・21・23・24・26〜28日・3月2・6・7・9・11〜14日運転
のぞみ462,up,◆,2月21・28日・3月7・14日運転
のぞみ186,up,◆,2月24日運転
のぞみ464,up,◆,2月23・25〜28日・3月2・5〜10・12〜14日運転
のぞみ188,up,◆,2月21・22・24日運転
# のぞみ466,up,◆,運転日注意
のぞみ54,up,☆,N700S車両で運転
こだま754,up,☆,N700S車両で運転
のぞみ468,up,◆,2月21・23・24日・3月2・9・14日運転
のぞみ250,up,◆,2月21・24日・3月9・14日は運休
のぞみ190,up,◆,2月21・24日・3月9・14日運転
のぞみ470,up,◆,2月24・28日・3月9日運転
のぞみ252,up,◆,土曜と2月21・23・24日・3月2・7・9・14日は運休・但し、3月1・8日は運転
のぞみ192,up,◆,2月21・23・24日・3月2・7・9・14日運転
のぞみ472,up,◆,2月21・24・28日・3月7・14日運転
のぞみ474,up,◆,2月20・21・23・26・28日・3月2・6・9日運転
のぞみ476,up,◆,2月21・24日・3月7日運転
のぞみ478,up,◆,2月21・23・28日・3月2・9・14日運転
のぞみ194,up,◆,2月22・24日運転
のぞみ480,up,◆,2月21・23・24日・3月2・7・9日運転
のぞみ482,up,◆,2月20・21・23・26〜28日・3月2・4〜9・11〜14日運転
のぞみ196,up,◆,2月24日運転
こだま764,up,☆,N700S車両で運転
のぞみ62,up,☆,N700S車両で運転
のぞみ484,up,◆,2月23・24・28日・3月9日運転
のぞみ486,up,◆,2月22・23・28日〜3月2・7〜9・12・14日運転
のぞみ198,up,◆,2月21・24日運転
のぞみ488,up,◆,2月24日運転
